velocity_mps,erosion_rate
1.0,1.0
1.183673469387755,1.4010828821324448
1.3673469387755102,1.8696376509787587
1.5510204081632653,2.405664306538942
1.7346938775510203,3.0091628488129945
1.9183673469387754,3.680133277800916
2.1020408163265305,4.418575593502707
2.2857142857142856,5.224489795918367
2.4693877551020407,6.097875885047896
2.6530612244897958,7.038733860891295
2.836734693877551,8.047063723448563
3.0204081632653064,9.1228654727197
3.2040816326530615,10.266139108704708
3.3877551020408165,11.476884631403584
3.5714285714285716,12.755102040816327
3.7551020408163267,14.100791336942942
3.938775510204082,15.513952519783425
4.122448979591837,16.99458558933778
4.3061224489795915,18.542690545605996
4.4897959183673475,20.158267388588094
4.673469387755102,21.841316118284045
4.857142857142858,23.59183673469388
5.040816326530613,25.40982923781758
5.224489795918368,27.29529362765515
5.408163265306123,29.248229904206585
5.591836734693878,31.26863806747189
5.775510204081633,33.35651811745107
5.959183673469388,35.51187005414411
6.142857142857143,37.734693877551024
6.326530612244898,40.02498958767181
6.510204081632653,42.38275718450646
6.6938775510204085,44.80799666805498
6.877551020408164,47.300708038317374
7.061224489795919,49.860891295293634
7.244897959183674,52.48854643898376
7.428571428571429,55.183673469387756
7.612244897959184,57.946272386505626
7.795918367346939,60.776343190337364
7.979591836734694,63.67388588088297
8.16326530612245,66.63890045814244
8.346938775510203,69.67138692211577
8.53061224489796,72.771345272803
8.714285714285715,75.9387755102041
8.89795918367347,79.17367763431903
9.081632653061225,82.47605164514788
9.26530612244898,85.84589754269055
9.448979591836736,89.28321532694713
9.63265306122449,92.78800499791754
9.816326530612246,96.36026655560185
10.0,100.0
