time,value,unit
0,88.85912497593593,%
1,77.84423019312337,%
2,77.07837897199317,%
3,80.7577338386281,%
4,81.73357365311125,%
5,79.05308023379177,%
6,80.374635696668,%
7,78.74926616554198,%
8,79.09533685867748,%
9,86.1553318774973,%
10,78.57019126104493,%
11,84.77020690336683,%
12,72.61232915249465,%
13,77.305037252558,%
14,84.85582522510701,%
15,80.15473686176351,%
16,76.07050980601781,%
17,80.61177807969487,%
18,78.22879328532943,%
19,70.5213435938804,%
20,71.32708137769377,%
21,81.49902761299778,%
22,75.27568537997233,%
23,83.59768330362533,%
24,82.93171503403151,%
25,83.64404427866943,%
26,76.259317548017,%
27,78.02398671993268,%
28,74.80746308578921,%
29,82.91902303702375,%
30,85.21331354889104,%
31,76.93059852641123,%
32,81.41865860707672,%
33,86.28812350351366,%
34,87.77617715655661,%
35,81.8508477043407,%
36,79.74555148005186,%
37,76.41157833863265,%
38,82.74402006231666,%
39,77.70908094598066,%
40,77.69574591774816,%
41,83.37575509322852,%
42,87.59433225659842,%
43,70.13356209577067,%
44,81.84580938928714,%
45,88.21329300444768,%
46,76.2432000640786,%
47,78.5267507135374,%
48,86.38137015269835,%
49,77.6883308850368,%
50,81.30384986037657,%
51,74.96416539104034,%
52,75.56966249818251,%
53,83.93661095885385,%
54,76.85858480091866,%
55,75.10190391310657,%
56,76.62642922184376,%
57,79.69304886700583,%
58,80.05341301408271,%
59,75.44178588546418,%
60,81.37332982879987,%
61,78.80696889539014,%
62,74.73727044635864,%
63,76.03611598735448,%
64,79.8054241501832,%
65,75.39442760468728,%
66,73.99155062855245,%
67,80.71711269598275,%
68,77.56350058752274,%
69,80.91815387465684,%
70,81.12564954185628,%
71,86.78352912160148,%
72,78.13586952738959,%
73,82.83660790844989,%
74,78.15852570436017,%
75,83.90001152506947,%
76,79.32773583845942,%
77,82.49388308200659,%
78,80.02095663377231,%
79,82.02618053714002,%
80,80.04911942999387,%
81,78.96644738551035,%
82,76.21618358283283,%
83,78.19255277717366,%
84,81.55850495059812,%
85,80.59746073039413,%
86,79.66642961276324,%
87,80.81851664596384,%
88,74.94188026049385,%
89,76.17608460400307,%
90,75.22161622166358,%
91,80.19964706257016,%
92,75.30686046726534,%
93,75.83758498423073,%
94,83.85709457933879,%
95,79.788647962807,%
96,79.4060700413858,%
97,81.47000343960754,%
98,74.98642692910573,%
99,72.31380168179224,%
100,81.28432530012292,%
101,78.0185340722491,%
102,82.54919480879099,%
103,77.03914226742248,%
104,79.36568154146316,%
105,84.17450266326472,%
106,81.39884290038411,%
107,78.73015675756643,%
108,78.47158686659157,%
109,79.69223609140982,%
110,84.53499376840318,%
111,83.18610744240486,%
112,73.27840032458626,%
113,73.02407437884243,%
114,85.46516967318978,%
115,79.99432772161089,%
116,87.25397125216625,%
117,84.7142894567056,%
118,85.27486481667242,%
119,79.04570038228553,%
120,79.6362912585534,%
121,81.89243981783095,%
122,73.13979166571181,%
123,75.02842454533541,%
124,81.41311619887732,%
125,74.61181744255646,%
126,82.46626516547066,%
127,76.45580970969836,%
128,78.79313631766821,%
129,78.50934989059684,%
130,76.02186542091067,%
131,79.51027807686192,%
132,81.25977817828745,%
133,79.52502117281848,%
134,76.10490919284926,%
135,85.92720832083843,%
136,78.51478249898186,%
137,82.17830707855349,%
138,75.97064184346466,%
139,77.28682590102076,%
140,76.56551913404769,%
141,83.82979157133006,%
142,76.48134356454842,%
143,75.07436429346544,%
144,82.07875165041777,%
145,78.0989311325563,%
146,77.81524436566191,%
147,75.65948133240167,%
148,76.40779851609871,%
149,78.31828693435955,%
150,83.32986688672194,%
151,88.94156189007107,%
152,79.42662620923595,%
153,81.35093498548225,%
154,76.96474754575475,%
155,71.04147866313595,%
156,73.9568450845519,%
157,80.50734882794606,%
158,79.97092821367471,%
159,85.11912911617155,%
160,84.74555785616508,%
161,84.08060550721724,%
162,75.16790531443917,%
163,74.99748466253992,%
164,77.96934872766944,%
165,80.18061033391542,%
166,76.56518896761527,%
167,76.61844228803444,%
168,75.62070579610605,%
169,77.98167064869342,%
170,79.04912399741961,%
171,83.999608241921,%
172,79.01699200946315,%
173,75.84753658318843,%
174,81.36970320397052,%
175,79.94697083073233,%
176,80.24675521758482,%
177,79.21712646311254,%
178,78.50225039182455,%
179,78.73057690669904,%
180,77.11676842631147,%
181,82.18223656249462,%
182,85.04353112868483,%
183,80.13534977438358,%
184,77.92977530565828,%
185,83.16498992183912,%
186,84.70660493934086,%
187,82.00228337386679,%
188,79.14146270849484,%
189,75.11978990627084,%
190,85.43856901876013,%
191,77.0395727905168,%
192,82.11050933654137,%
193,79.80148239665638,%
194,82.42575969297485,%
195,77.62236878134902,%
196,70.97304127734287,%
197,79.76092451405769,%
198,80.9920959987002,%
199,73.88207540973889,%
200,78.8832988051437,%
201,84.32364958230811,%
202,72.84779202025281,%
203,74.32892302627474,%
204,82.3565494720562,%
205,85.7859078506252,%
206,77.72609377141231,%
207,80.62733357807619,%
208,78.73731272853556,%
209,79.51063429888654,%
210,74.35355665872689,%
211,81.32459485765618,%
212,73.66353704078446,%
213,84.49811997817005,%
214,86.57684026211,%
