time,value,unit
0,340.7458710906618,C
1,358.92534810437087,C
2,330.0006596957633,C
3,344.5086312490749,C
4,382.1069307940704,C
5,365.1422009710932,C
6,377.25840490341386,C
7,359.93651841565753,C
8,318.31597659218465,C
9,365.6071788771226,C
10,356.18329142661366,C
11,348.50210930600895,C
12,354.77353945905645,C
13,351.55316489604877,C
14,345.330369998244,C
15,351.0705752851182,C
16,336.3621403924744,C
17,322.73132174642376,C
18,353.59520984018343,C
19,349.60496063643734,C
20,379.22677571522524,C
21,357.4956187526814,C
22,346.70092178776895,C
23,370.70911288135,C
24,338.97071914675473,C
25,365.5916777481104,C
26,320.3788587315545,C
27,332.93516563341075,C
28,339.920708960085,C
29,352.430872913093,C
30,328.07681602286556,C
31,368.2301914294944,C
32,338.3358536333771,C
33,347.86519699533784,C
34,382.3617404776682,C
35,354.8804037095472,C
36,347.843750064933,C
37,351.19892930166714,C
38,351.5766867764622,C
39,349.2746814835111,C
40,382.2028633654198,C
41,364.75439966369584,C
42,351.67938089238186,C
43,344.0324194607446,C
44,337.6033356304111,C
45,353.5452013532338,C
46,344.250671872562,C
47,344.37591533781597,C
48,393.253043764948,C
49,335.32641148606893,C
50,339.04146917175854,C
51,384.8059892736758,C
52,364.85055270508417,C
53,333.45801776717184,C
54,329.0445614952493,C
55,346.1321289897773,C
56,390.97239932595477,C
57,344.6949568055516,C
58,378.9960335483407,C
59,316.52318142618645,C
60,335.5418558977238,C
61,309.9191791586907,C
62,370.800757547574,C
63,344.6974089817786,C
64,350.2370218681351,C
65,327.608316068395,C
66,348.6142061475944,C
67,355.0233407889183,C
68,366.0007217944066,C
69,350.02370255328475,C
70,330.9445153743135,C
71,352.02333266313263,C
72,359.0084912045378,C
73,352.6496150714858,C
74,356.21283605819906,C
75,330.11636727713113,C
76,341.47178659858776,C
77,322.8070280827586,C
78,356.364356376671,C
79,367.9253991245946,C
80,307.170873933109,C
81,321.4029750414319,C
82,353.0802055648241,C
83,333.76620914766545,C
84,354.7680389321363,C
85,347.3327535402391,C
86,329.4914182874632,C
87,347.7218913921477,C
88,363.5189048999484,C
89,354.1434938760861,C
90,329.3322458447594,C
91,338.15951144893563,C
92,362.7637900023044,C
93,338.87375085831246,C
94,370.45467029788125,C
95,374.02354904123376,C
96,325.18539958958524,C
97,341.97458559855295,C
98,363.1365834317972,C
99,359.89289815809883,C
100,331.44281955731293,C
101,345.7952166088489,C
102,322.1509608540316,C
103,375.04195399044,C
104,344.7621524246364,C
105,336.77776909958635,C
106,362.2392287695566,C
107,351.6656673666181,C
108,371.5701115980216,C
109,353.9920934705229,C
110,375.7490434315436,C
111,340.35979350793536,C
112,341.32324114027926,C
113,334.9050017461899,C
114,346.3750859872989,C
115,348.69380478543616,C
116,345.3006128265789,C
117,346.60033186509764,C
118,358.81638976554456,C
119,327.97379658020674,C
120,360.86832318600364,C
121,354.1949757812849,C
122,338.36573437315246,C
123,357.49334889217715,C
124,338.9980064232975,C
125,358.7361297792535,C
126,356.5236149079613,C
127,381.3232694770971,C
128,341.5580034833648,C
129,361.7326988243473,C
130,373.97814966783477,C
131,366.9002998442443,C
132,328.5947342611753,C
133,361.3388318334425,C
134,358.6444524472973,C
135,360.7735552265303,C
136,336.62001536145624,C
137,332.234140166521,C
138,389.3390098570842,C
139,323.91036438628475,C
140,350.4450650815254,C
141,338.2389732400747,C
142,351.3880680584127,C
143,359.957019284132,C
144,358.6547353341007,C
145,345.35324347851514,C
146,343.5353024992733,C
