time_hrs,resistance
0,0.0
1,2.0040080160320643e-05
2,4.0080160320641287e-05
3,6.0120240480961926e-05
4,8.016032064128257e-05
5,0.00010020040080160322
6,0.00012024048096192385
7,0.0001402805611222445
8,0.00016032064128256515
9,0.00018036072144288578
10,0.00020040080160320644
11,0.00022044088176352707
12,0.0002404809619238477
13,0.00026052104208416834
14,0.000280561122244489
15,0.00030060120240480966
16,0.0003206412825651303
17,0.0003406813627254509
18,0.00036072144288577156
19,0.00038076152304609225
20,0.0004008016032064129
21,0.0004208416833667335
22,0.00044088176352705415
23,0.0004609218436873748
24,0.0004809619238476954
25,0.0005010020040080161
26,0.0005210420841683367
27,0.0005410821643286574
28,0.000561122244488978
29,0.0005811623246492986
30,0.0006012024048096193
31,0.0006212424849699399
32,0.0006412825651302606
33,0.0006613226452905813
34,0.0006813627254509019
35,0.0007014028056112225
36,0.0007214428857715431
37,0.0007414829659318638
38,0.0007615230460921845
39,0.0007815631262525051
40,0.0008016032064128258
41,0.0008216432865731463
42,0.000841683366733467
43,0.0008617234468937877
44,0.0008817635270541083
45,0.000901803607214429
46,0.0009218436873747496
47,0.0009418837675350702
48,0.0009619238476953908
49,0.0009819639278557115
50,0.0010020040080160322
51,0.0010220440881763529
52,0.0010420841683366734
53,0.001062124248496994
54,0.0010821643286573147
55,0.0011022044088176354
56,0.001122244488977956
57,0.0011422845691382766
58,0.0011623246492985973
59,0.001182364729458918
60,0.0012024048096192386
61,0.0012224448897795593
62,0.0012424849699398798
63,0.0012625250501002005
64,0.0012825651302605212
65,0.0013026052104208419
66,0.0013226452905811625
67,0.001342685370741483
68,0.0013627254509018037
69,0.0013827655310621244
70,0.001402805611222445
71,0.0014228456913827658
72,0.0014428857715430862
73,0.001462925851703407
74,0.0014829659318637276
75,0.0015030060120240483
76,0.001523046092184369
77,0.0015430861723446895
78,0.0015631262525050101
79,0.0015831663326653308
80,0.0016032064128256515
81,0.0016232464929859722
82,0.0016432865731462927
83,0.0016633266533066134
84,0.001683366733466934
85,0.0017034068136272547
86,0.0017234468937875754
87,0.001743486973947896
88,0.0017635270541082166
89,0.0017835671342685373
90,0.001803607214428858
91,0.0018236472945891786
92,0.0018436873747494991
93,0.0018637274549098198
94,0.0018837675350701405
95,0.0019038076152304612
96,0.0019238476953907816
97,0.0019438877755511023
98,0.001963927855711423
99,0.0019839679358717435
100,0.0020040080160320644
101,0.002024048096192385
102,0.0020440881763527058
103,0.0020641282565130262
104,0.0020841683366733467
105,0.0021042084168336676
106,0.002124248496993988
107,0.002144288577154309
108,0.0021643286573146295
109,0.00218436873747495
110,0.002204408817635271
111,0.0022244488977955913
112,0.002244488977955912
113,0.0022645290581162327
114,0.002284569138276553
115,0.002304609218436874
116,0.0023246492985971945
117,0.0023446893787575154
118,0.002364729458917836
119,0.0023847695390781564
120,0.0024048096192384773
121,0.0024248496993987977
122,0.0024448897795591186
123,0.002464929859719439
124,0.0024849699398797596
125,0.0025050100200400805
126,0.002525050100200401
127,0.002545090180360722
128,0.0025651302605210423
129,0.002585170340681363
130,0.0026052104208416837
131,0.002625250501002004
132,0.002645290581162325
133,0.0026653306613226456
134,0.002685370741482966
135,0.002705410821643287
136,0.0027254509018036074
137,0.0027454909819639283
138,0.0027655310621242488
139,0.0027855711422845693
140,0.00280561122244489
141,0.0028256513026052106
142,0.0028456913827655315
143,0.002865731462925852
144,0.0028857715430861725
145,0.0029058116232464934
146,0.002925851703406814
147,0.0029458917835671347
148,0.0029659318637274552
149,0.0029859719438877757
150,0.0030060120240480966
151,0.003026052104208417
152,0.003046092184368738
153,0.0030661322645290584
154,0.003086172344689379
155,0.0031062124248497
156,0.0031262525050100203
157,0.003146292585170341
158,0.0031663326653306617
159,0.003186372745490982
160,0.003206412825651303
161,0.0032264529058116235
162,0.0032464929859719444
163,0.003266533066132265
164,0.0032865731462925853
165,0.0033066132264529063
166,0.0033266533066132267
167,0.0033466933867735476
168,0.003366733466933868
169,0.0033867735470941886
170,0.0034068136272545095
171,0.00342685370741483
172,0.003446893787575151
173,0.0034669338677354713
174,0.003486973947895792
175,0.0035070140280561127
176,0.003527054108216433
177,0.003547094188376754
178,0.0035671342685370745
179,0.003587174348697395
180,0.003607214428857716
181,0.0036272545090180364
182,0.0036472945891783573
183,0.0036673346693386778
184,0.0036873747494989982
185,0.003707414829659319
186,0.0037274549098196396
187,0.0037474949899799605
188,0.003767535070140281
189,0.0037875751503006014
190,0.0038076152304609224
191,0.003827655310621243
192,0.0038476953907815633
193,0.003867735470941884
194,0.0038877755511022047
195,0.003907815631262525
196,0.003927855711422846
197,0.003947895791583167
198,0.003967935871743487
199,0.003987975951903808
200,0.004008016032064129
201,0.00402805611222445
202,0.00404809619238477
203,0.004068136272545091
204,0.0040881763527054115
205,0.004108216432865732
206,0.0041282565130260525
207,0.004148296593186373
208,0.004168336673346693
209,0.004188376753507014
210,0.004208416833667335
211,0.004228456913827656
212,0.004248496993987976
213,0.004268537074148297
214,0.004288577154308618
215,0.004308617234468938
216,0.004328657314629259
217,0.00434869739478958
218,0.0043687374749499
219,0.004388777555110221
220,0.004408817635270542
221,0.004428857715430863
222,0.004448897795591183
223,0.0044689378757515035
224,0.004488977955911824
225,0.0045090180360721445
226,0.004529058116232465
227,0.004549098196392786
228,0.004569138276553106
229,0.004589178356713427
230,0.004609218436873748
231,0.004629258517034069
232,0.004649298597194389
233,0.00466933867735471
234,0.004689378757515031
235,0.004709418837675351
236,0.004729458917835672
237,0.004749498997995993
238,0.004769539078156313
239,0.004789579158316634
240,0.0048096192384769546
241,0.0048296593186372755
242,0.0048496993987975955
243,0.004869739478957916
244,0.004889779559118237
245,0.004909819639278557
246,0.004929859719438878
247,0.004949899799599199
248,0.004969939879759519
249,0.00498997995991984
250,0.005010020040080161
251,0.005030060120240482
252,0.005050100200400802
253,0.005070140280561123
254,0.005090180360721444
255,0.005110220440881764
256,0.005130260521042085
257,0.005150300601202406
258,0.005170340681362726
259,0.0051903807615230465
260,0.005210420841683367
261,0.0052304609218436875
262,0.005250501002004008
263,0.005270541082164329
264,0.00529058116232465
265,0.00531062124248497
266,0.005330661322645291
267,0.005350701402805612
268,0.005370741482965932
269,0.005390781563126253
270,0.005410821643286574
271,0.005430861723446894
272,0.005450901803607215
273,0.005470941883767536
274,0.005490981963927857
275,0.005511022044088177
276,0.0055310621242484976
277,0.0055511022044088185
278,0.0055711422845691385
279,0.005591182364729459
280,0.00561122244488978
281,0.0056312625250501
282,0.005651302605210421
283,0.005671342685370742
284,0.005691382765531063
285,0.005711422845691383
286,0.005731462925851704
287,0.005751503006012025
288,0.005771543086172345
289,0.005791583166332666
290,0.005811623246492987
291,0.005831663326653307
292,0.005851703406813628
293,0.005871743486973949
294,0.0058917835671342695
295,0.0059118236472945895
296,0.0059318637274549104
297,0.005951903807615231
298,0.005971943887775551
299,0.005991983967935872
300,0.006012024048096193
301,0.006032064128256513
302,0.006052104208416834
303,0.006072144288577155
304,0.006092184368737476
305,0.006112224448897796
306,0.006132264529058117
307,0.006152304609218438
308,0.006172344689378758
309,0.006192384769539079
310,0.0062124248496994
311,0.00623246492985972
312,0.006252505010020041
313,0.0062725450901803615
314,0.006292585170340682
315,0.006312625250501002
316,0.006332665330661323
317,0.006352705410821644
318,0.006372745490981964
319,0.006392785571142285
320,0.006412825651302606
321,0.006432865731462926
322,0.006452905811623247
323,0.006472945891783568
324,0.006492985971943889
325,0.006513026052104209
326,0.00653306613226453
327,0.006553106212424851
328,0.006573146292585171
329,0.006593186372745492
330,0.0066132264529058125
331,0.0066332665330661325
332,0.0066533066132264534
333,0.006673346693386774
334,0.006693386773547095
335,0.006713426853707415
336,0.006733466933867736
337,0.006753507014028057
338,0.006773547094188377
339,0.006793587174348698
340,0.006813627254509019
341,0.006833667334669339
342,0.00685370741482966
343,0.006873747494989981
344,0.006893787575150302
345,0.006913827655310622
346,0.006933867735470943
347,0.0069539078156312635
348,0.006973947895791584
349,0.0069939879759519045
350,0.007014028056112225
351,0.007034068136272545
352,0.007054108216432866
353,0.007074148296593187
354,0.007094188376753508
355,0.007114228456913828
356,0.007134268537074149
357,0.00715430861723447
358,0.00717434869739479
359,0.007194388777555111
360,0.007214428857715432
361,0.007234468937875752
362,0.007254509018036073
363,0.007274549098196394
364,0.007294589178356715
365,0.007314629258517035
366,0.0073346693386773555
367,0.007354709418837676
368,0.0073747494989979965
369,0.007394789579158317
370,0.007414829659318638
371,0.007434869739478958
372,0.007454909819639279
373,0.0074749498997996
374,0.007494989979959921
375,0.007515030060120241
376,0.007535070140280562
377,0.007555110220440883
378,0.007575150300601203
379,0.007595190380761524
380,0.007615230460921845
381,0.007635270541082165
382,0.007655310621242486
383,0.0076753507014028065
384,0.007695390781563127
385,0.0077154308617234475
386,0.007735470941883768
387,0.007755511022044089
388,0.007775551102204409
389,0.00779559118236473
390,0.00781563126252505
391,0.007835671342685372
392,0.007855711422845692
393,0.007875751503006012
394,0.007895791583166334
395,0.007915831663326654
396,0.007935871743486974
397,0.007955911823647296
398,0.007975951903807616
399,0.007995991983967936
400,0.008016032064128258
401,0.008036072144288578
402,0.0080561122244489
403,0.00807615230460922
404,0.00809619238476954
405,0.008116232464929861
406,0.008136272545090181
407,0.008156312625250501
408,0.008176352705410823
409,0.008196392785571143
410,0.008216432865731463
411,0.008236472945891785
412,0.008256513026052105
413,0.008276553106212425
414,0.008296593186372747
415,0.008316633266533067
416,0.008336673346693387
417,0.008356713426853709
418,0.008376753507014029
419,0.008396793587174349
420,0.00841683366733467
421,0.00843687374749499
422,0.008456913827655312
423,0.008476953907815632
