time,value,unit
0,101.4649810005446,m3/hr
1,94.86576968538462,m3/hr
2,95.3235497351918,m3/hr
3,106.98771085911909,m3/hr
4,96.19291574680895,m3/hr
5,96.43739305418791,m3/hr
6,90.58555609940794,m3/hr
7,97.2650394311508,m3/hr
8,99.36596005777277,m3/hr
9,94.73673135710939,m3/hr
10,94.97147260918035,m3/hr
11,91.46007088287791,m3/hr
12,101.13365346199653,m3/hr
13,100.27227366354911,m3/hr
14,98.32038493371127,m3/hr
15,93.90105648636191,m3/hr
16,99.08266541862656,m3/hr
17,103.91068808561674,m3/hr
18,93.01422590038962,m3/hr
19,97.2642470152824,m3/hr
20,92.57003739129584,m3/hr
21,94.32172970233731,m3/hr
22,101.09129918277954,m3/hr
23,95.39857136785206,m3/hr
24,99.9885733957879,m3/hr
25,96.97125170732619,m3/hr
26,96.87775531518277,m3/hr
27,93.99660781692438,m3/hr
28,102.64602274848129,m3/hr
29,99.701863313393,m3/hr
30,99.97037947162548,m3/hr
31,95.32931176129443,m3/hr
32,97.47849341115266,m3/hr
33,95.84216456226655,m3/hr
34,95.53354945608456,m3/hr
35,91.39335516533902,m3/hr
36,97.9141987421478,m3/hr
37,88.4802355058675,m3/hr
38,99.42831155997024,m3/hr
39,100.27478270763737,m3/hr
40,96.91523620368888,m3/hr
41,105.14986526838688,m3/hr
42,102.03191725151122,m3/hr
43,103.22664293418076,m3/hr
44,100.77157570672232,m3/hr
45,99.86592517815455,m3/hr
46,99.42777764264638,m3/hr
47,105.10293356866357,m3/hr
48,96.50291992019119,m3/hr
49,102.6673290515801,m3/hr
50,96.34720999670398,m3/hr
51,107.69251056315802,m3/hr
52,100.01157098564794,m3/hr
53,88.56635778503654,m3/hr
54,95.06186924097874,m3/hr
55,104.13879527026363,m3/hr
56,101.8351631268334,m3/hr
57,105.29732977262513,m3/hr
58,103.69405699712526,m3/hr
59,102.16335762131858,m3/hr
60,109.99166317899241,m3/hr
61,87.08085733016073,m3/hr
62,99.98269625604506,m3/hr
63,100.48427868192839,m3/hr
64,93.22411433022253,m3/hr
65,99.3794507246725,m3/hr
66,94.98937745924967,m3/hr
67,103.03451228416739,m3/hr
68,107.90665741086607,m3/hr
69,110.30160760728775,m3/hr
70,98.85915279738313,m3/hr
71,95.83222297725922,m3/hr
72,103.2379138049174,m3/hr
73,94.75054445717791,m3/hr
74,100.15703496167642,m3/hr
75,104.19622027749169,m3/hr
76,101.75139688005186,m3/hr
77,97.46174467456513,m3/hr
78,93.33310388138898,m3/hr
79,97.5439081790022,m3/hr
80,100.95721658056668,m3/hr
81,97.33753298041394,m3/hr
82,94.75923939958348,m3/hr
83,109.10862810934191,m3/hr
84,113.02296774548151,m3/hr
85,95.46254763113186,m3/hr
86,102.16977154929985,m3/hr
87,105.41650512197229,m3/hr
88,104.51021142073405,m3/hr
89,91.78947287553777,m3/hr
90,101.4016377704222,m3/hr
91,100.42465031039397,m3/hr
92,105.96126530358539,m3/hr
93,111.65156511638021,m3/hr
94,106.61330612066656,m3/hr
95,98.9865908996158,m3/hr
96,102.84330467112356,m3/hr
97,95.28889497635663,m3/hr
98,96.55928122046949,m3/hr
99,90.07601367061841,m3/hr
100,101.72526945055007,m3/hr
101,109.6200282810068,m3/hr
102,97.1878336118127,m3/hr
103,107.14159495625944,m3/hr
104,95.54402751429309,m3/hr
105,95.67473679753563,m3/hr
106,104.82449733335687,m3/hr
107,105.24110299274145,m3/hr
108,96.7207888793293,m3/hr
109,105.34923919660537,m3/hr
110,100.59259468893353,m3/hr
111,103.57653765960879,m3/hr
112,98.80426604159159,m3/hr
113,108.79283085864623,m3/hr
114,90.6145360616587,m3/hr
115,93.33802669967335,m3/hr
116,105.11717561628308,m3/hr
117,105.58110033152238,m3/hr
118,95.94863501795095,m3/hr
119,97.90860277681706,m3/hr
120,100.87737880866015,m3/hr
121,100.51425339551591,m3/hr
122,108.30815977678674,m3/hr
123,103.15884673884278,m3/hr
124,98.78588516325516,m3/hr
125,100.71644530402853,m3/hr
126,93.66783244203044,m3/hr
127,105.90003118865017,m3/hr
128,98.32643693488944,m3/hr
129,102.04092966962989,m3/hr
130,90.35771951549322,m3/hr
131,91.50602576881874,m3/hr
132,102.92941404245452,m3/hr
133,111.42342094273563,m3/hr
134,101.5293109688585,m3/hr
135,95.94573572492776,m3/hr
136,101.66663281221237,m3/hr
137,89.71855255185613,m3/hr
138,100.70758968033601,m3/hr
139,96.91684898915703,m3/hr
140,105.08363659055702,m3/hr
141,97.95387131570962,m3/hr
142,89.57803483006323,m3/hr
143,95.33295790127183,m3/hr
144,96.8549396886393,m3/hr
145,107.24336431518593,m3/hr
146,100.81995291278692,m3/hr
147,94.87411881747187,m3/hr
148,93.38907204191526,m3/hr
149,102.22730451652698,m3/hr
150,92.25789850346061,m3/hr
151,97.97522168407924,m3/hr
152,94.4045617745872,m3/hr
153,100.65833124424131,m3/hr
154,96.8165970696093,m3/hr
155,100.2083736198618,m3/hr
156,93.54638481807268,m3/hr
157,95.07421566806048,m3/hr
158,103.54038591385591,m3/hr
159,92.40305739005049,m3/hr
160,111.68505748547489,m3/hr
161,100.37450242029298,m3/hr
162,102.54545744832237,m3/hr
163,96.48144176044671,m3/hr
164,98.00642185544476,m3/hr
165,93.25893678885556,m3/hr
166,97.32823846845965,m3/hr
167,95.38988257676216,m3/hr
168,102.18238135951047,m3/hr
169,102.7108240114063,m3/hr
170,92.95104729751893,m3/hr
171,101.30354305168015,m3/hr
172,112.11694571272506,m3/hr
173,92.11632629587446,m3/hr
174,108.07739099970132,m3/hr
175,96.43651099313617,m3/hr
176,98.69512493157876,m3/hr
177,101.93751675553175,m3/hr
178,105.812595250871,m3/hr
179,95.37097759438743,m3/hr
180,95.59761460613088,m3/hr
181,102.96377305786442,m3/hr
182,93.51865785168917,m3/hr
183,96.79524861602333,m3/hr
184,93.75127559174328,m3/hr
185,101.78091607576158,m3/hr
186,109.23377190226053,m3/hr
187,99.4968579750102,m3/hr
188,99.43569694821677,m3/hr
189,99.91228105383836,m3/hr
190,102.13780416512945,m3/hr
191,92.39202249560034,m3/hr
192,101.66599265450229,m3/hr
193,97.79154407467935,m3/hr
194,108.90217835010048,m3/hr
195,90.39269512576806,m3/hr
196,99.69628723037508,m3/hr
197,91.92739161575402,m3/hr
198,87.18027901022406,m3/hr
199,93.56607272401273,m3/hr
200,99.57889326705036,m3/hr
201,99.60142947875188,m3/hr
202,100.82886383711819,m3/hr
203,102.74910761167997,m3/hr
204,99.49815276773631,m3/hr
205,99.57113192352986,m3/hr
206,104.31977820755466,m3/hr
207,101.44733693764151,m3/hr
208,97.85586165106888,m3/hr
209,94.19697768261098,m3/hr
210,103.93758099821108,m3/hr
211,99.7755621968883,m3/hr
212,98.54075970756577,m3/hr
213,97.47027295198778,m3/hr
214,94.70142474204616,m3/hr
215,90.66496457448585,m3/hr
216,101.3085746077279,m3/hr
