run_hours,health_index
0,1.0
1,0.9994997498749375
2,0.9989994997498749
3,0.9984992496248124
4,0.9979989994997499
5,0.9974987493746873
6,0.9969984992496248
7,0.9964982491245623
8,0.9959979989994997
9,0.9954977488744372
10,0.9949974987493747
11,0.9944972486243121
12,0.9939969984992496
13,0.9934967483741871
14,0.9929964982491246
15,0.992496248124062
16,0.9919959979989995
17,0.991495747873937
18,0.9909954977488744
19,0.9904952476238119
20,0.9899949974987494
21,0.9894947473736868
22,0.9889944972486243
23,0.9884942471235618
24,0.9879939969984992
25,0.9874937468734367
26,0.9869934967483742
27,0.9864932466233116
28,0.9859929964982491
29,0.9854927463731866
30,0.984992496248124
31,0.9844922461230615
32,0.983991995997999
33,0.9834917458729364
34,0.9829914957478739
35,0.9824912456228114
36,0.9819909954977488
37,0.9814907453726863
38,0.9809904952476238
39,0.9804902451225613
40,0.9799899949974987
41,0.9794897448724362
42,0.9789894947473737
43,0.9784892446223111
44,0.9779889944972486
45,0.9774887443721861
46,0.9769884942471235
47,0.976488244122061
48,0.9759879939969985
49,0.9754877438719359
50,0.9749874937468734
51,0.9744872436218109
52,0.9739869934967483
53,0.9734867433716858
54,0.9729864932466233
55,0.9724862431215607
56,0.9719859929964982
57,0.9714857428714357
58,0.9709854927463731
59,0.9704852426213106
60,0.9699849924962481
61,0.9694847423711856
62,0.968984492246123
63,0.9684842421210605
64,0.967983991995998
65,0.9674837418709354
66,0.966983491745873
67,0.9664832416208105
68,0.9659829914957478
69,0.9654827413706853
70,0.9649824912456229
71,0.9644822411205602
72,0.9639819909954978
73,0.9634817408704353
74,0.9629814907453726
75,0.9624812406203102
76,0.9619809904952477
77,0.961480740370185
78,0.9609804902451226
79,0.9604802401200601
80,0.9599799899949975
81,0.959479739869935
82,0.9589794897448725
83,0.9584792396198099
84,0.9579789894947474
85,0.9574787393696849
86,0.9569784892446224
87,0.9564782391195598
88,0.9559779889944973
89,0.9554777388694348
90,0.9549774887443722
91,0.9544772386193097
92,0.9539769884942472
93,0.9534767383691846
94,0.9529764882441221
95,0.9524762381190596
96,0.951975987993997
97,0.9514757378689345
98,0.950975487743872
99,0.9504752376188094
100,0.9499749874937469
101,0.9494747373686844
102,0.9489744872436218
103,0.9484742371185593
104,0.9479739869934968
105,0.9474737368684343
106,0.9469734867433717
107,0.9464732366183092
108,0.9459729864932467
109,0.9454727363681841
110,0.9449724862431216
111,0.9444722361180591
112,0.9439719859929965
113,0.943471735867934
114,0.9429714857428715
115,0.9424712356178089
116,0.9419709854927464
117,0.9414707353676839
118,0.9409704852426213
119,0.9404702351175588
120,0.9399699849924963
121,0.9394697348674337
122,0.9389694847423712
123,0.9384692346173087
124,0.9379689844922461
125,0.9374687343671836
126,0.9369684842421211
127,0.9364682341170585
128,0.935967983991996
129,0.9354677338669335
130,0.9349674837418709
131,0.9344672336168084
132,0.9339669834917459
133,0.9334667333666833
134,0.9329664832416208
135,0.9324662331165583
136,0.9319659829914958
137,0.9314657328664332
138,0.9309654827413707
139,0.9304652326163082
140,0.9299649824912456
141,0.9294647323661831
142,0.9289644822411206
143,0.928464232116058
144,0.9279639819909955
145,0.927463731865933
146,0.9269634817408704
147,0.9264632316158079
148,0.9259629814907454
149,0.9254627313656828
150,0.9249624812406203
151,0.9244622311155578
152,0.9239619809904953
153,0.9234617308654327
154,0.9229614807403702
155,0.9224612306153077
156,0.9219609804902451
157,0.9214607303651826
158,0.9209604802401201
159,0.9204602301150575
160,0.919959979989995
161,0.9194597298649325
162,0.9189594797398699
163,0.9184592296148074
164,0.9179589794897449
165,0.9174587293646823
166,0.9169584792396198
167,0.9164582291145573
168,0.9159579789894947
169,0.9154577288644322
170,0.9149574787393697
171,0.9144572286143071
172,0.9139569784892446
173,0.9134567283641821
174,0.9129564782391195
175,0.912456228114057
176,0.9119559779889945
177,0.9114557278639319
178,0.9109554777388694
179,0.9104552276138069
180,0.9099549774887443
181,0.9094547273636818
182,0.9089544772386193
183,0.9084542271135567
184,0.9079539769884942
185,0.9074537268634317
186,0.9069534767383692
187,0.9064532266133066
188,0.9059529764882441
189,0.9054527263631816
190,0.904952476238119
191,0.9044522261130565
192,0.903951975987994
193,0.9034517258629314
194,0.9029514757378689
195,0.9024512256128064
196,0.9019509754877438
197,0.9014507253626813
198,0.9009504752376188
199,0.9004502251125563
200,0.8999499749874937
201,0.8994497248624312
202,0.8989494747373687
203,0.8984492246123061
204,0.8979489744872436
205,0.8974487243621811
206,0.8969484742371185
207,0.896448224112056
208,0.8959479739869936
209,0.8954477238619309
210,0.8949474737368684
211,0.894447223611806
212,0.8939469734867433
213,0.8934467233616809
214,0.8929464732366184
215,0.8924462231115557
216,0.8919459729864933
217,0.8914457228614308
218,0.8909454727363681
219,0.8904452226113057
220,0.8899449724862432
221,0.8894447223611806
222,0.888944472236118
223,0.8884442221110556
224,0.887943971985993
225,0.8874437218609305
226,0.886943471735868
227,0.8864432216108054
228,0.8859429714857429
229,0.8854427213606804
230,0.8849424712356178
231,0.8844422211105553
232,0.8839419709854928
233,0.8834417208604303
234,0.8829414707353677
235,0.8824412206103052
236,0.8819409704852427
237,0.8814407203601801
238,0.8809404702351176
239,0.8804402201100551
240,0.8799399699849925
241,0.87943971985993
242,0.8789394697348675
243,0.8784392196098049
244,0.8779389694847424
245,0.8774387193596799
246,0.8769384692346174
247,0.8764382191095548
248,0.8759379689844923
249,0.8754377188594298
250,0.8749374687343672
251,0.8744372186093047
252,0.8739369684842422
253,0.8734367183591796
254,0.8729364682341171
255,0.8724362181090546
256,0.871935967983992
257,0.8714357178589295
258,0.870935467733867
259,0.8704352176088044
260,0.8699349674837419
261,0.8694347173586794
262,0.8689344672336168
263,0.8684342171085543
264,0.8679339669834918
265,0.8674337168584292
266,0.8669334667333667
267,0.8664332166083042
268,0.8659329664832416
269,0.8654327163581791
270,0.8649324662331166
271,0.864432216108054
272,0.8639319659829915
273,0.863431715857929
274,0.8629314657328664
275,0.8624312156078039
276,0.8619309654827414
277,0.8614307153576788
278,0.8609304652326163
279,0.8604302151075538
280,0.8599299649824912
281,0.8594297148574287
282,0.8589294647323662
283,0.8584292146073037
284,0.8579289644822411
285,0.8574287143571786
286,0.8569284642321161
287,0.8564282141070535
288,0.855927963981991
289,0.8554277138569285
290,0.854927463731866
291,0.8544272136068034
292,0.8539269634817409
293,0.8534267133566784
294,0.8529264632316158
295,0.8524262131065533
296,0.8519259629814908
297,0.8514257128564282
298,0.8509254627313657
299,0.8504252126063032
300,0.8499249624812406
301,0.8494247123561781
302,0.8489244622311156
303,0.848424212106053
304,0.8479239619809905
305,0.847423711855928
306,0.8469234617308654
307,0.8464232116058029
308,0.8459229614807404
309,0.8454227113556778
310,0.8449224612306153
311,0.8444222111055528
312,0.8439219609804902
313,0.8434217108554277
314,0.8429214607303652
315,0.8424212106053026
316,0.8419209604802401
317,0.8414207103551776
318,0.840920460230115
319,0.8404202101050525
320,0.83991995997999
321,0.8394197098549274
322,0.8389194597298649
323,0.8384192096048024
324,0.8379189594797398
325,0.8374187093546773
326,0.8369184592296148
327,0.8364182091045522
328,0.8359179589794897
329,0.8354177088544272
330,0.8349174587293646
331,0.8344172086043021
332,0.8339169584792396
333,0.8334167083541771
334,0.8329164582291145
335,0.832416208104052
336,0.8319159579789895
337,0.831415707853927
338,0.8309154577288644
339,0.8304152076038019
340,0.8299149574787394
341,0.8294147073536768
342,0.8289144572286143
343,0.8284142071035518
344,0.8279139569784892
345,0.8274137068534267
346,0.8269134567283642
347,0.8264132066033016
348,0.8259129564782391
349,0.8254127063531767
350,0.824912456228114
351,0.8244122061030515
352,0.823911955977989
353,0.8234117058529264
354,0.822911455727864
355,0.8224112056028015
356,0.8219109554777388
357,0.8214107053526764
358,0.8209104552276139
359,0.8204102051025512
360,0.8199099549774888
361,0.8194097048524263
362,0.8189094547273637
363,0.8184092046023012
364,0.8179089544772387
365,0.817408704352176
366,0.8169084542271136
367,0.8164082041020511
368,0.8159079539769885
369,0.815407703851926
370,0.8149074537268635
371,0.8144072036018009
